video_id,comment,label
OHQqgnq7Spc,Good. More people should walk out of their jobs for better T&Cs. This is why they want to import foreigners.,Positive
OHQqgnq7Spc,"Man we went from 18 $ to 20$ still not enough but I don’t mind working for Amazon ,",Positive
OHQqgnq7Spc,"Amazon workers deserve much more money & time to eat. To fuel their 12 hour shifts, it’s stressful & many workers died, Amazon needs to take care of their employees & need support, Amazon just care about profits over safety.. this why people leave",Positive
OHQqgnq7Spc,I’ve personally seen them work and they do don’t nothing at all that would warrant $24 😂 they are spoiled brats and this is from an outsider looking in,Positive
OHQqgnq7Spc,If they don’t wanna work. Someone else will take their job. I used to work for Amazon. They really don’t care if you quit the job. So I fully support them going on strike!!,Positive
OHQqgnq7Spc,"Amazon might just be one of the top worst places to work for, they are using modern day slavery…",Negative
OHQqgnq7Spc,"Lot of low IQ individuals in the comments getting angry at hard workers wanting more pay, when they should be angry at the company owners and greedy corporations. Probably a bunch of red hats.",Negative
OHQqgnq7Spc,"Jeffy likes to get paid, well so do the workers that make him a billionaire.",Positive
OHQqgnq7Spc,Take the chips or find another job,Neutral
OHQqgnq7Spc,"The pay doesn’t really make that big of a difference, working at Amazon sucks balls and it always will.",Negative
OHQqgnq7Spc,And then they all got fired for TOT,Negative
OHQqgnq7Spc,Soon AI will replace all their jobs.,Neutral
OHQqgnq7Spc,Maybe instead of walking out they should quit,Neutral
OHQqgnq7Spc,"Imagine out delivering all day, busting your ass in the heat, soaked all day with promise everyone will get pizza on return. I came back late in the evening picking up someone elses slack and they said ""Sorry, we ran out of pizza"". I quit the same day.",Negative
OHQqgnq7Spc,You will not enjoy food when you work for Amazon you have no time.. Then they give such things rather than more Income because People work so hard..,Negative
OHQqgnq7Spc,$24 bucks an hour in today’s economy is fair especially for the demands that Amazon has never had I had a job where the employees know what I do and how every second of the day,Positive
OHQqgnq7Spc,For anybody that's reading this fuck Amazon don't work for them that place is unhealthy very toxic they only pay you $300,Negative
OHQqgnq7Spc,"Workers: We want a raise!
Bezos: You’re not you when your hungry 🍫",Positive
OHQqgnq7Spc,"$24/hr for a warehouse job?  I could understand if it was in San Francisco or NYC, but Georgia?  I hope they all get fired and have to work at Walmart for $10/hr until they learn to quit being entitled whiners",Negative
OHQqgnq7Spc,me when warehouse workers that scan boxes on already autonomous conveyors and shelves want paid the same as some people in corporate or datacenters,Positive
OHQqgnq7Spc,"JUST GO GET A BETTER JOB! JUST AN EXCUSE TO NOT WORK!
24 an hour!? GTFO!",Positive
OHQqgnq7Spc,Ive been working at Amazon for 8 years I'm now in RME. I will in fact tell you that I've met some of the most biggest cry babies in the world.  Gen Z embarrassing.,Negative
OHQqgnq7Spc,"Remember that amazon anti-union training video where they told employees to snitch on employees who used phrases like ""Living wage""? Can't make this shit up🤣",Positive
OHQqgnq7Spc,"America = WORK UNTIL U DIE

I SWEAR MAN YOULL NEVERVSTOP WORKING",Negative
OHQqgnq7Spc,"Our collective predecessors fought for unionization because the big corporations don’t want to share, never wanted to share, and will never want to share 👉cash 💵. Without workers, corporations don’t exist. We the people just want our fare share. Strike we will, and must, to demand a living wage.",Negative
OHQqgnq7Spc,Walmart employees be like wait you guys are getting chips 🤯,Positive
OHQqgnq7Spc,I’ve seen the work these people do since I’ve worked at both warehouse and delivery driver. These mfs don’t even deserve 20$,Neutral
OHQqgnq7Spc,"I was working two jobs, 90 hours a week, holding down family responsibilities, and still got targeted by Inter-Con and Amazon.
Why?
Because I was too sharp to control. Too observant. Too calculated.
They tried to push me out silently but I’m not going out quiet. I’m building a case with timestamps, violations, retaliation acts, and will expose it strategically.
If this ever happened to you, you’re not crazy. They move dirty. I just move smarter.",Negative
OHQqgnq7Spc,They give you a grown mans work load but talk to you and treat you like a child. Thats amazon.,Positive
OHQqgnq7Spc,This is one of the reasons why I don't purchase from Amazon anymore unless I have to. Bezos' arrogance and how they treat their workers is insane.,Negative
OHQqgnq7Spc,Tbh I'm not suprised when you ask for a  reasonable agreement like pay that matches the work & instead given crisps and probably some pop. It's basically adding insult to injury. Amazon basically laughed in all their employees faces and is shocked at the results.,Positive
OHQqgnq7Spc,"I just read about Amazon, the former worker statements says they over work their staff almost like a dictatorship",Positive
OHQqgnq7Spc,"Mcdonald's isn't something you should be asking for $20 an hour while starting a family.

btw, just so i dont have to respond back to anyone. if you didn't understand this. you didn't get the point. You can start at Amazon Warehouse straight out of high school graduation with passing C- grades. People shouldn't be starting families with those wages. Plus, Amazon has a 3 year step pay program and has annual pay increase for inflation. It's as Jeff Bezos said, this job isn't supposed to be permanent. It's temporary to get a higher education/career.

in 2022 January, I started off at $18.25 + 1.50 night shift. Today, still with Amazon March 2025, I'm at $22.15 + 1.50 night shift. For those who are blue badge for 3 years right now, you get paid $23.65 + 1.50 for $25.15 total as of March 2025.

Tons of Overtime, shift swap one weekend per month and 1 weekday per week, 80 hours PTO, 8 hours Vacation(extra 40hours per year on blue badge, max 128 per year capped at 160hours), and 170+ hours UPT (you can gain more with Overtime) with max cap 80hours. You also get AT LEAST 15 days UNPAID LEAVE for a total of 90 days per calender year. 3, no questions  asked bereavement per year with 4 months apart(otherwise you need proof). Want extra 30 minutes break? you can do that with your time off options. Want to come in 2 hours late? sure, use your time wisely. How about leave 2 hours late? no problem! We also have career choice. People mainly get their education here for RME roles, mangement positions, tech field, and CDL truck driver.

or simply to build a resume and have multiple types of training in multitudes of departments and become a Problem solver role or Learning Ambassador teaching new hires, etc. or become a Safety Associate in the Safety Community.

Other warehouses nearby are paying $23-28 but dont have the similar benefits and you MUST COME TO WORK or you're fired.",Positive
OHQqgnq7Spc,They dont deserve that much tbh. 24 and hour is crazy for factory workers.,Negative
OHQqgnq7Spc,"Considering he’s has built a space program off the backs of Amazon, we all know that’s just a billionaires playground for wasteful spending.. and he can’t meet your guys needs but yet he expects you to remain loyal and show up to work every day meanwhile the cost of living going up and up and up and up and up and up and up and up 🎉🎉🎉🎉🎉 quit making this dude richer and more useless to normal society and stop supporting his stupid agenda bc he obviously doesn’t care bout you now that he’s a mega wealthy billionaire. Remember he lost his way.. not like one particular individual who’s working I believe very hard for the interests of average Americans citizens when he has so much already going on which seems his interests are not all bout himself and showing off what he’s got while maintaining a family life these days.. the guy I’m talking bout hasn’t forgotten bout humanity and as fortunate as one is they remain humbled and grateful. For some reason I just don’t see that in Jeff bozos, his smirk to me says a lot bout him… you’re extremely lucky but I remain to see anything worth mentioning about you. You made it 1 billion times over in life and watch when you die you’ll either be broke or debt up ya assss.. or ya will have done nothing but copy off the backs or buy what ya need, nothing actually coming out of you bc with the little time you’ve became wealthy you’re projections should’ve been off the charts the way ya blow up out of pretty much nowhere ya think keep that energy moving but nope you built yourself A ROCKET 🚀 😂 and haven’t done much since. If it wasn’t for the inside investors and money laundering I really don’t see how you’re capable of going from where ya was at 20-30 years and before that all the way up to now sorry I don’t believe you have that in you. You don’t seem the type of person you’re socially awkward and corky. Really not someone who’s a real people person and a go getter. Nobody has done that so think bout that for a sec. Every industry has their Avagard and those people protect the interests of their businesses.. they’re not gonna just stand by and watch a guy like Jeff to come up and achieve the level of success that fast without stopping or having some kind of involvement in it so think bout all the corruption doge is uncovering.. put 2 to 2 together with now 3 4 567….. and it’s not that far off these days seems more that was our reality but hopefully everyone says enough ☝️ and done. No more of that bs and we all choose more for humanity without that dog eat dog mentality. Wish everyone the best peace",Positive
OHQqgnq7Spc,"Unions are what drives up our prices 
You don't like the job leave and let others work 😊",Positive
OHQqgnq7Spc,im so glad i dont work at amazon anymore,Positive
OHQqgnq7Spc,They didn't walk out.  The went on strike.  Weak ass workers.,Negative
OHQqgnq7Spc,"I think Ray Charles can see Amazon's long game:
Complete automation at DC by 2030.
Play mind games with actual human employees , get a few months labor from them , pay no benefits.
Repeat process until automation.",Neutral
OHQqgnq7Spc,24 bucks an hour for doing an unskilled job? GTFO!,Neutral
OHQqgnq7Spc,"their warehouse managers get paid like shit too, except the warehouse manager- L7, so if they raise the salary of L1 associates, they gotta raise the salary of the managers and assistant managers too...",Negative
OHQqgnq7Spc,This is why we have H1-B's to replace these workers.,Neutral
OHQqgnq7Spc,"If you want to get paid more being a driver then get a CDL. If you just a package loser, your job isn’t even worth $24. A monkey could load packages.",Negative
OHQqgnq7Spc,Corporate greed toxic management said it 20 years ago no one listened,Negative
OHQqgnq7Spc,"Next they'll pass out Chalmers jelly of month club for 50% off  coupons .
How insulting this is Amazon employees should just walk out nation wide .
Send Jeff Bezo world crashing down.
People like him should be in jail for human rights violations.
Sad how there people are to employees.",Negative
OHQqgnq7Spc,I’d work for chips and corn,Neutral
OHQqgnq7Spc,If I still worked at Amazon I wonder what my landlord would say if I handed if a few bags of chips 🤔,Positive
OHQqgnq7Spc,Amazon is a vile company that does not care about you. They care only about profit and as long as desperate people continue to work at amazon they will continue to run. Theres simply too many people in the world to boycott anymore,Negative
OHQqgnq7Spc,"Every workplace has the terrible habit of treating their workers like schoolchildren. Literally every workplace. From kiddy size chips, participation trophies, silly micromanagement, and “team building” games and parties. None of these ever pay anyone’s bills.",Positive
OHQqgnq7Spc,"Fucking Amazon! They’re making billions every year, and can’t afford to give raises to their employees?! How does that work?!",Positive
OHQqgnq7Spc,Totally True. They call these snack attacks. This and other crappy quality item give a ways to make workers feel Amazon cares. NOT!!👎👎🤬🤬🤬,Positive
OHQqgnq7Spc,"If you unionise, prepare to be fired. It’s pretty simple.",Negative
OHQqgnq7Spc,All of a sudden outsourcing and robot workers seem like a good idea. Automation is the future of a transaction based society. You only have to pay the robo repair man who has a good job and a vital purpose that took schooling.,Positive
OHQqgnq7Spc,And they all went back to work and didn't get a cent for it.,Neutral
OHQqgnq7Spc,The rich need to start giving back big time at a certain point why do they need so many mansions and shieeet workers need to be able to live comfortably the people who built the pyramids were treated like royalty they weren’t slaves so why are workers treated as such when they help build these multi trillion dollar companies 🤦‍♂️,Positive
OHQqgnq7Spc,"The thing is, an extra dollar or two an hour is not life changing money. Spending habits are more important than salary, especially at this scale. I wonder how many of these people are leasing a new car, or living in higher rent areas, buying every video game that comes out, wearing designer clothes, or ordering Door Dash for lunch 3 times a week?",Positive
OHQqgnq7Spc,"I would take the chips over a raise any time,lucky Amazon Workers.",Positive
OHQqgnq7Spc,lol complainers get your asss back to work,Positive
OHQqgnq7Spc,"Now I feel that is a fair wage to request for these workers. Why clown them in this video like a ASS HAT ?  To workers in georgia. They have to remeber state laws dictate what the company SHOULD PAY. They should be protesting at city hall not amazon front doors
 Be careful what you ask for. They boosted the minimum wage here up past 20.00  and increased the rents $500.00 per month houses jumped by 3 times the cost
  AND CLIMBING.  Be happy what your making down there NOW. Your time is coming soon where the average worker there will be HOMELESS.",Positive
OHQqgnq7Spc,Thats a big F U to the workers faces,Neutral
OHQqgnq7Spc,Keep walking out someone else will take the job,Neutral
OHQqgnq7Spc,I need to know who in management still tried the Pizza party approach to appease employees.,Positive
OHQqgnq7Spc,"It amazes me they would spend thousands of dollars on 
Food trucks
Food catering
Snacks like you see
Some DJ to play music 😑 
Amazon apparel 
Amazon products
Amazon pins
gift cards
Ect… 

All this stuff they spend money on but refuse to up the wages or heck even give monthly or quarterly bonus. Nah that stuff went to management for keeping good numbers even though we were the one getting hurt, being over worked, unable to go use the restroom, ect…. All too keep those number the way they were. 🤦‍♂️",Positive
aMY5pQeGIE8,"I seen a pothead recently high school graduate get promoted to P.A., circumventing ambassador program & college degree. Guys are mostly doing the physical hard labor, which i did & a ambassador. Some days i was really cramping up painfullly i had to stop working immediately, then managers yelling at you to get back to work while they’re chatting away doing nothing on their laptops; laughing at you because you sound like girl on her period, which they say in front of there entourage. You shouldn’t work harder than your boss if you're getting treated like this.",Positive
aMY5pQeGIE8,"Yeah if you quit after 2 days that's crazy weak. It's an EASY job
 Especially your first 2 days lol
Roflmao
They have 70 year olds who can handle this job",Positive
aMY5pQeGIE8,So you literally bitched out of a job after two days. Jesus,Negative
aMY5pQeGIE8,"Finished my second day I hate how long the shifts are it’s really inhumane 10 hrs 30 minutes standing on your feet isn’t normal, number 2 the managers don’t do anything!!! They stand which some might say at least they’re not sitting down too which is true but at least they don’t have to bend down every 5 seconds I can’t do this anymore especially for 15.50 an hr",Negative
aMY5pQeGIE8,All these Amazon warehouses is the same they dont care about you at all it's very segregated gender race and orientation Im in picking planning on quitting this week I've had to go to the emergency that light on the picking station was so bright I went temporary blind and disorientated I blew my nose and had blood in my snot went to the medical area they didn't care,Negative
aMY5pQeGIE8,Got fired Mdw2 no reason help,Negative
aMY5pQeGIE8,Wow yeah which station did u work at cuz I work at DSF6 as a STOWER and PICKER in Richmond California and fuck that rushing in 15 seconds to put something away…….AAAHHHH NO……..I’m giving them 75% not 100%,Positive
aMY5pQeGIE8,Which Amazon did you work in?,Positive
rQxPWdhoQe0,The managers mostly are dumb and I’ll never care how they are Fuckem they don’t care about there people at all,Negative
rQxPWdhoQe0,Our safety person is toxic as hell and always looking for an excuse to berate us for the smallest infractions,Negative
rQxPWdhoQe0,Most mangers on night shift on rt will force me to do palletize when I hated pallet.then alway say it Business need. Oh bs they put they favorite ppl in certain position they want again I'm so glad I'm not working at that toxic environment,Positive
rQxPWdhoQe0,is learning ambassador my boss ? what a dick,Negative
rQxPWdhoQe0,"I have a manager (male) always seem to have this lady, (another worker)if we’re both at work, will have her in the same isle as me to keep an eye on me! They think I don’t know but I do!",Neutral
rQxPWdhoQe0,I don’t think my manager know my name or any other manager 😥,Positive
rQxPWdhoQe0,"Mine are very passive aggressive and petty. There’s only two that I think are professional and fit for the job. I’m in pick and the Kios manager always sends me direct messages to push a tote that’s not there, weekly. She has never introduced herself or spoke to me at all except the ONE TIME, I accidentally took my break 15 mins earlier. It’s like she stalks me. It’s weird, she’s weird. I just avoid her completely and I think that pisses her off. Another one is timid but passive aggressive. She sent a message to come to something called the Mezz and bring my belongings. As she proceeded to scan my badge and I asked if it was for VTO. She goes, That’s why I said to bring your belongings.” with a smile. My direct manager never helps me and I always have to go to other people or HR. I’ve only been employed for a little over 5 months and I don’t take Amazon seriously at all.",Neutral
rQxPWdhoQe0,"I agree, I have a manager that gave me a verbal warning. Before I had an experienced manager that will let me know how I was doing and what I needed to improve on with a prompt message. But I guess I'll just have to wait it out until it clears.",Positive
rQxPWdhoQe0,"Thank you for continuing to do your videos. I have been watching since Oct. of 2021 when I started my job with Amazon. You were very helpful to me in just getting familiar with how things work in the FC. I appreciate all of the topics that you cover. I am currently and have been dealing with a very toxic manager since December. The one I had before was awesome and he spoiled us all with his great ability to connect with each person and was a huge supporter and encourager on a daily basis. He had to leave for medical reasons and we were all heartbroken. We had another one for a short time and now this current one. She has not made any effort to connect with anyone and will not look you in the eye when you speak to her (staring at her laptop or in a different direction). She will not address any issues that are brought to her attention and pretty much dismisses any concerns or questions we have. I seriously doubt she will be there much longer because she has discouraged too many of us and the atmosphere and mood in our area are dark and gloomy. Many have left since she started. Very sad.  Being nice and respectful is not in her nature, towards the employees. She is a whole different person when she is around her peers. I look forward to getting a replacement for her. Thanks, again, for your great videos!",Positive
rQxPWdhoQe0,My manager was a snake 🐍,Neutral
rQxPWdhoQe0,Just safely agree or disagree.  I always feared losing my job.   I hide from Amazon to this day.,Negative
rQxPWdhoQe0,What kinda position do you work at amazon right now and do you want to be a manager some day?,Positive
rQxPWdhoQe0,"Holdddd up... did you say ""The first 30 minute break""...? You guys get 30 minute breaks? We get 15 min breaks :l
Oh and toxic traits you missed: 
The ones that think their 'vest color' or title lets them sit around not doing shit all day. They're the same managers that will start pushing employees to speed up when we're short staffed/behind on work. If we're that far behind- pick up a box!
The ones that will pair good employees to work with the bad employees to 'balance out the work'. NO! Hold the slow workers accountable, and don't make us pick up their slack!
And... the overly social managers... the ones that will stop and socialize with 1-2 employees for about 15-30 minutes at a time. People shouldn't get paid to hang out while other people are busting their ass... those same social managers know which of their friends want VTO for the day so if you need/want to go home that day, you're in line behind their friends.",Negative
rQxPWdhoQe0,That's exactly why I left Amazon. I'm glad you're discussing this. Those lousy managers wouldn't talk about it which really pissed me off. That's lousy management. I was an N.C.O. in the marine Corp. Here's a tip for you. Leadership is more effective by example not barking orders.,Negative
rQxPWdhoQe0,"Throughout my time in Pick (I lasted only two days), I had zero physical interaction with my manager. However, he was known to exhibit the first three toxic manager traits. 
The managers I had after moving to pack were the mostly good managers. The first of my pack managers fits number 4 of the toxic manager traits to a certain extent but for the most part was a generally good manager and did now screw around when it came to his position. 
The one that came after him initially came off as a really good manager, and at one point was one of the managers I liked the most.
Despite being soft spoken, he seemed fun to be around. But overtime he showed his true colors of the toxic manager. His toxic manager traits though are nothing like the traits mentioned in the video (excluding number 1). His traits in this case involved giving dirty looks and being rude to coworkers. This happened at random times. He's even showed signs of being passive aggressive in the form of having talked about a coworker behind their back and ultimately what he did to me that led up to my firing. The final manager I had up until I left fit all the four good traits to a T. She was more direct and seemed to be more eager, a polar opposite of the person she replaced.
As with most managers, most of the managers in my building were all guilty of toxic trait number 1, regardless of whether or not they are generally good. The roadblocks in this case even go as far as medical conditions or injuries.",Positive
rQxPWdhoQe0,"Hello Nathan, I learned something very important to do in stowing when you beginning your day, after you return from your 1st and 2nd break. As soon as you sign into your station scan an item no matter if a pod has not arrived. Your time  begins as soon as you clock in when you get to the wearhouse and as soon as you finish with your first break. And I know this is true because I reviewed an entire day with my manager from beginning to end. They know if I'm working or not every minute you are on the clock; every minute!
As you know we have a second break of 30 minutes where you don't have to clock out. One day I had no work before my break. In the system it showed that I had taken a 38 minute break. This reason was because the computer counts your last scan till your next scan no matter if you had nothing to stow. So in conclusion, it's man vs the computer clock at Amazon.",Positive
rQxPWdhoQe0,Thank you for being polite about Amnesty needing to do their job.  I’m stow but also and AFM (Amnesty) twice a week.  We are in there trying our hardest but sometimes the drive just won’t cooperate so we need an extended amt. of time .  It’s tough and we get such dirty looks at times😞,Negative
rQxPWdhoQe0,I have had 2 managers over my 4ish months and I never talked to the first one and only once to the second one but she seemed dope.,Neutral
rQxPWdhoQe0,"Ok one time I was only getting bigs, there was nothing but big and they said to me my upm (units per minutes ) were to low. Oh when they have favorites. One time I had an air pod in one of my ears. Usually I remove it when managers come around but they come but I didn't notice them . They told me I can't do have ear pods on....the person next to me had headphones on their ear and one had a speaker on...they greeted one and had a conversation with another im like dafuq.. (for pack)when managers move you multiple times to stations without any boxes and then come by asking why is your rate so slow....",Positive
rQxPWdhoQe0,Do you work mornings or overnights?,Neutral
rQxPWdhoQe0,"My manager dresses like she's going to the gym and really good looking😂, she is also respectful 👍",Positive
rQxPWdhoQe0,Lol my 1st day they had me on water spider n it was case work the guy with laptop would follow me n tell me there stow rate was low lol wtf n I don't get why they won't train I go in they have me for pick of pack n then I tell them I don't know how to do it n they move me.,Negative
rQxPWdhoQe0,"I have something to admit. I have like a big crush on my PA, I am 19 and he's 20, we vibe pretty well. He doesnt know I crush on him (I hope) but if I were to confess...could I lose my job?
I only plan on confessing, not dating, cause I dont know about the policy and rules and I dont want to risk getting him in trouble if he even likes me back.",Positive
rQxPWdhoQe0,even if they aren’t amazing at running their floor i feel like positive interactions from leadership instantly make work 100x more tolerable. PAs and AMs with a good attitude are so much better than the robotic ones,Positive
rQxPWdhoQe0,A surprising amount of managers don't realize that people will listen to you and be good workers if they like you. Just being nice and respectful goes a long way,Positive
rQxPWdhoQe0,A toxic trait I saw was when two employees got injured in outbound flow and the PA’s were all grouped up and making fun of them,Positive
rQxPWdhoQe0,"The manager handing out stacks sounds to me like she was newer or didn't understand the system. I've heard (not entirely sure), that generally anytime that you're not doing your assigned path is actually considered system side as TOT. This includes your breaks and if you've been positioned out to do a critical path, which is why PAs and managers make a really big deal about making sure that you're scanned in order to do that stuff. Some of this information was even available to associates (which some learning ambassadors would use for assessing performance improvement plans).

At least the way it was explained to me a while back, associates are given an allotted amount of time they can have for TOT, and anything that is flagged in the system essentially has to get reviewed by a manager or signed off on. 

Worst managers I've seen have been outbound managers with megaphones yelling at associates to get back to work after breaks the entire shift.",Negative
rQxPWdhoQe0,I'm lucky my managers for the most part leave me alone but they also know that I'm an invert I go in there and get my s*** done and go home,Neutral
rQxPWdhoQe0,the laptop managers are the worse and i want to tell them to go away quickly.,Negative
rQxPWdhoQe0,"My manager is always micro managing us. She's a hypocrite, she just talks to the girls at the leadership desk. But when one of us is talking to each other whether if there's work or not she tells people to split up. I get sexist vibes from she seems to be more aggressive with the men than the women plus she's a lesbian so idk 🤷‍♀️",Negative
_sr2wpO4b64,"This is excellent advice,  i think most of us working class people have dealt with team leaders / supervisors/ managers who act in this way . Use the work policy against them , report them ,  my weapon is to always ask them for their name , role and department and write it down infront of them .",Positive
_sr2wpO4b64,I work at WallyWorld and I have a manager that super hates me and is ruining my life work. She's super aggressive towards me and pulls me in the office and makes sure she has three other managers with her so they all can dogpile me if I speak up against her. Which they do. She gives me unrealistic expectations and goals. And if anything goes wrong she pulls ONLY ME inside the office to talk down to me like a child. Everytime she see's me on the floor she's has to say something. She makes me scared for my job because she knows I need it and she knows I can't quit. It's like... She is pushing me so much that she's waiting til I snap so she has a excuse to fire me. She WANTS me to quit. That and she is trying to find a excuse to write me up so much that that I get fired. This woman is pure evil. I'm thinking of finding another job. Because she is mentally driving me to insanity.,Negative
_sr2wpO4b64,"H-E-B Leaders need to watch this video.  They constantly tell people, customers and employees' 'that people hey matter' and that is because people ensured that the end of  their fiscal year ended with a revenue of 60 billion dollars.  They don't care, it's all smoke and mirrors and money.",Negative
_sr2wpO4b64,I’ve left there in 2016. He had the nerve to tell unemployment office I never worked for him. He got me down as an immigrant. He’s all on my phone even till the day my ring camera tells me that it’s been updated since 1967 nine so he must’ve stole some kind of military computer is an asshole.,Negative
_sr2wpO4b64,"My favorite word is ""okay"" I grey rock the hell out of them. 
 No emotions, no drama, just as blatantly stone cold response. Toxic bosses hate it !!!",Negative
_sr2wpO4b64,"I've been collecting evidence on the DL against my toxic boss and the few protected and favored workers who are in fact, bullies, toxic and try to defame or spread misinformation (harassment)... they dont know how much evidence i have. I keep smiling and doing my job best to my ability. So they cant complain, they try, about my work ethic or my quality. Im targeted, for holding others to the same standards im held to and when I spoke up it was CLEAR my boss and manager were protecting the others and letting them get away with shit work ethic. Thats when I said nevermind I have nothing to say, and I started collecting evidence and thats when my one boss legit doing some retaliation tactics. Lmfao theae people are so f*ckes they dont even know it. Muahahah",Positive
_sr2wpO4b64,"I had a boss tell me to lock the safe at work immediately in a phone call.
Then his son shows up demanding access to the locked safe.
His son points a gun in my face and demands the money, but I don't have the combination.
Eventually his son freaks out and leaves.
My boss doesn't want to talk about it. Yeah his son is a coke addict.
But seriously, I could have been shot!
I quit that job, and the dad calls me up screaming that he ""owns me"".
This is a minimum wage front desk job at a bar/hotel. It's not worth it.
And I used to live in saskatoon, so a small city, you'd expect this couldn't happen there.
So yeah, hard drugs are very very bad. They shouldn't be part of your workplace.
Managment, employees and everyone.. none of that crap should affect our jobs!",Negative
_sr2wpO4b64,"Bosses act that way because they’re pieces of shit OK and the more you stand up for yourself the more of a piece of shit they’re gonna become they’re garbage they’re human garbage OK and if you’re inherently a good person, they know they’ll never be as good as you are, so they’ll constantly try to bring you down to their peace of human scum level. They can go to hell basically.",Negative
_sr2wpO4b64,"I think my boss is envious that I am making a mark in the office. I learned from a colleague that he is bad mouthing me when he has small talks with my team mates.  But when he is outside of his office, he shows the people in the office that he is nice to me.  Worst, he credits my job  to someone else and made a shoutout in Viber",Negative
_sr2wpO4b64,"So for your next topic, can you cover what to do when the toxic workplace is more subtle, like taking away your job duties or switching them up every couple months or just having your superior decide, he doesn't have enough work to do so taking away your stuff and leaving you with no clear direction, on what you're supposed to be doing every day and the owner, okay with that. I feel like they are creating situations where they are trying to encourage me to leave by doing these little subtle things. Lack of communication, taking over my office by putting somebody else there, Treating me like a doormat basically",Positive
_sr2wpO4b64,"I understand the killing with kindness thing but that makes people really look weak like theyre afraid of getting fired or something and trying to kiss up and grovel, which I hate.  I feel like there's a lot of power in being calm and confident.  I don't like when people say when they're boss tells them to jump they ask how high. When you look like a desperate person that can't find another job then you look like someone they want to fire because you have no confidence or backbone.",Negative
_sr2wpO4b64,He said how to deal with a toxic boss without quitting then said use them as motivation to leave and find a better opportunity 😂,Positive
_sr2wpO4b64,"Great advice. The key truth is that toxic bosses don’t respond to logic — they respond to leverage.
Quiet Power rule: document everything, keep comms short, and control the narrative.
You don’t “win” by proving them wrong — you win by staying strategic.",Positive
_sr2wpO4b64,It's called therapy. It's not my job to figure out why they're a jerk.,Negative
_sr2wpO4b64,"I got verbal abuse today, i hv my first day period today when i work and my boss ----__---.. now i just feel shit, trying to not feeling guilty to be myself, tryin to forget my boss said while my tears ..... Hv a nice dy guys.. be happy",Negative
_sr2wpO4b64,"I happen to work for an extreme, covert narcissistic sociopath woman. She is the personification of cruela de vile. Whenever she finds out that you made a mistake or didn’t delivered according to her unreasonable expectations, she will berate you in such a vile condescending manner that will pulled the very worst of you. It happened to me on Christmas Eve, after working without a break at the end of the shift got me a nice plate of shit alone with a glass of urine and fed it to me. (Speaking figuratively) it was a beyond nauseating. Totally ruin my Christmas. Worst experience ever. 
I’m definitely going to get another job as soon as possible. Mind you to say that same night my GM had offered me a raise and a position. I am a dedicated employee, always aiming at excellence. Continually paying attention to detail and following rules and procedures. 
She is definitely the worst enemy of the company. The establishment has only being open for four years and has gone through more than 10 Chefs and Sous chefs, about the same handful of Managers and more than three dozen servers and bartenders. Some of them had lost their cool and throw their apron in her face calling her all kinds of names. 
You would think that a normal person would do some self introspection but in her case it’s impossible. Toxic narcissists would never owned their flaws. They are always right no matter how clearly they are wrong.",Negative
_sr2wpO4b64,"I’m 62 and work in a toxic hospital dept with a mgr who is in her 30’s and given everything in life. Not an ounce of compassion just a disgusting pi-. Believe me that’s warranted .  I’m a hard worker team player because I’m empathic and care what others think about me which I have been trying my entire life to stop worrying about. I have no outside life.  I’ve had to isolate myself over mine due to my lovely abusive mother and father died whe. I was 6. And like I said I’m quite empathic but NOT a pia.  I keep it to myself .  Anyway I’m in the  middle of a frivolous PIP that is is pushing me close to a heart attack.  I’m scared .the lazy passive aggressive people get away with mur-er. This is 100% true and my confidence was and is Almost nonexistent. Would love to magically fix that one.  And due to the joys of menopause my brain is not working when it comes to fo finding. words so on an interview it would be frightening.  So I don’t feel I can go anywhere else .  I could learn new processes and computer system like a 30 yrs old . I have 15 yrs in and it has gotten progressively worse, culture wise. And it was bad to begin with but I had no choice in the beginning.  I don’t know why I leave these comments cause it doesn’t help. I’m just desperate .  Maybe someone can relate ?",Positive
_sr2wpO4b64,My supervisor is sadistic and gets pleasure from humiliating me infront of the other employees. I get meets every evaluation and this is the only time he behaves nicely to me. I am sadistic too. I like to remind him I will be around for at least another 4 years.,Positive
_sr2wpO4b64,If you're tyrant manager and seeing this. Know it's coming for u,Neutral
_sr2wpO4b64,"Kindness doesn’t work long term, because you still feel the same way inside “unhappy”. 

So play the kind role but behind the scenes apply for new jobs and leave . Remember the likelihood of meeting a similar boss is high, they’re on power trips a lot of them .",Positive
_sr2wpO4b64,"Leaving allows the behavior to continue and other staff will be left with the toxic boss, the answer is for all workers to get rid of the boss",Neutral
_sr2wpO4b64,We have a new admin who is trying to control ever person and thing in the building. I was stressed at first but now I find it amusing. I have seen all the staff start to doubt themselves and freeze in every situation. Instead of stressing I am now learning. I had no idea how much an admin impacts the entire company. I am now curious to see how it turns out.,Negative
_sr2wpO4b64,I have been bullied for the last four years by coworker. I let my boss know and he told me to deal with it or quit.,Negative
_sr2wpO4b64,Maxx Marketing in Chicago. Work camp where your soul goes to die. They truly earned their 2.5 out of 5 stars on Glassdoor,Negative
_sr2wpO4b64,I work at Amazon.  And my Manager is very abusive.  Infact all seniors are very bad with juniors. Be it man or woman. Every day they are yelling at someone in team.,Negative
